Soil Moisture,Temperature,Soil Humidity,Status
75,28,23.0,0
84,37,51.0,1
62,41,52.0,1
61,7,24.0,1
89,17,27.0,1
88,2,34.0,1
2,37,51.0,0
41,36,53.0,0
50,0,40.0,1
25,2,40.0,1
21,19,39.0,0
44,24,28.0,1
38,8,32.0,1
57,29,36.0,0
23,18,45.0,0
68,2,68.0,1
63,8,53.0,1
77,15,32.0,1
78,21,32.0,1
2,35,55.0,0
77,17,40.0,0
65,25,31.0,1
21,9,41.0,0
84,16,24.0,1
14,41,43.0,0
87,34,60.0,1
29,27,60.0,1
79,15,30.0,1
45,33,63.0,0
81,34,58.0,0
74,10,48.0,1
25,42,47.0,0
22,4,21.0,1
50,2,70.0,1
34,16,53.0,1
84,36,58.0,0
88,43,33.0,0
55,45,35.0,0
71,27,44.0,1
44,1,58.0,1
55,20,54.0,1
26,42,68.0,0
32,34,65.0,0
78,36,24.0,0
46,34,53.0,0
69,32,59.0,0
61,13,26.0,1
34,18,23.0,1
12,15,32.0,0
3,15,59.0,0
54,36,66.0,1
13,18,49.0,1
6,42,41.0,1
26,44,46.0,1
21,18,38.0,1
7,21,54.0,1
47,20,26.0,1
68,12,61.0,1
51,17,68.0,0
1,30,45.0,1
79,41,40.0,0
3,5,21.0,0
3,43,46.0,0
25,24,54.0,0
66,30,27.0,1
82,27,47.0,1
36,28,66.0,0
85,6,49.0,1
40,21,34.0,0
70,13,53.0,1
1,22,30.0,0
16,42,45.0,0
8,26,27.0,0
73,3,47.0,1
12,30,42.0,0
82,3,49.0,1
27,11,29.0,0
57,21,51.0,1
77,40,41.0,0
16,10,33.0,0
51,4,51.0,1
28,38,38.0,0
46,3,53.0,1
85,3,60.0,1
80,34,56.0,1
70,10,63.0,1
10,23,44.0,0
90,10,58.0,1
72,11,57.0,1
39,9,35.0,1
71,36,21.0,0
85,7,44.0,1
2,3,54.0,1
64,27,33.0,1
83,6,56.0,1
50,44,58.0,0
78,5,67.0,1
26,3,33.0,0
51,16,42.0,0
32,1,69.0,1
37,1,65.0,1
72,19,33.0,0
26,32,45.0,0
78,38,32.0,0
66,30,43.0,0
18,29,47.0,0
29,43,46.0,0
72,0,36.0,1
78,30,55.0,0
56,37,69.0,0
88,45,20.0,0
32,17,22.0,1
29,27,42.0,0
18,26,56.0,0
77,5,65.0,0
32,5,59.0,1
12,6,43.0,0
23,13,20.0,1
40,17,43.0,1
36,13,27.0,1
72,1,21.0,1
12,5,30.0,1
8,13,64.0,0
27,34,62.0,0
77,13,24.0,1
7,23,40.0,0
22,37,58.0,1
50,32,40.0,0
61,19,67.0,0
69,16,58.0,1
84,2,57.0,1
78,33,21.0,1
23,41,36.0,0
90,5,23.0,1
82,2,42.0,1
43,45,57.0,1
35,33,55.0,0
9,29,60.0,1
51,12,56.0,1
8,26,41.0,0
83,0,56.0,1
14,15,60.0,0
83,42,66.0,1
77,8,31.0,1
36,34,34.0,0
29,9,64.0,0
43,31,35.0,0
3,37,62.0,1
29,24,69.0,0
74,4,36.0,1
34,13,46.0,0
90,33,38.0,0
51,36,63.0,0
43,42,23.0,1
14,3,33.0,0
18,5,63.0,0
46,36,29.0,0
61,32,33.0,1
72,19,38.0,1
76,33,43.0,0
55,26,26.0,1
4,29,54.0,0
71,22,49.0,1
84,27,54.0,0
19,21,26.0,1
66,39,67.0,0
2,12,68.0,0
54,44,43.0,1
30,40,64.0,0
65,20,47.0,1
21,32,28.0,0
57,35,45.0,1
90,0,70.0,1
71,25,24.0,0
41,20,43.0,0
63,1,37.0,1
47,45,68.0,0
84,10,70.0,0
76,7,42.0,1
81,32,62.0,1
25,23,49.0,0
2,24,42.0,0
7,30,31.0,0
26,17,25.0,1
43,7,59.0,1
62,5,40.0,1
87,44,69.0,1
71,18,54.0,1
68,43,45.0,1
46,20,21.0,0
54,25,63.0,1
70,5,36.0,1
57,31,66.0,0
2,15,22.0,0
4,2,62.0,0
45,21,55.0,1
11,15,41.0,1
10,8,44.0,1
52,22,56.0,1
8,22,35.0,0
31,12,39.0,0
33,26,26.0,0
84,22,44.0,1
13,42,68.0,1
49,19,38.0,1
51,40,52.0,0
41,27,51.0,0
89,8,34.0,0
83,12,24.0,1
57,20,39.0,0
48,34,32.0,0
2,7,29.0,0
81,26,23.0,0
43,39,46.0,1
32,24,61.0,1
36,14,40.0,0
41,6,38.0,1
80,9,65.0,1
45,29,26.0,0
66,0,21.0,1
89,43,49.0,0
81,38,48.0,0
12,14,42.0,0
73,14,65.0,0
15,11,57.0,0
12,3,59.0,0
23,25,36.0,0
73,41,27.0,1
19,43,49.0,0
90,16,60.0,1
1,21,22.0,0
37,20,70.0,0
81,19,29.0,1
1,44,41.0,0
86,36,49.0,0
50,16,50.0,1
22,14,54.0,0
8,39,70.0,0
21,33,24.0,1
55,45,24.0,0
36,37,58.0,0
39,3,45.0,1
53,33,62.0,1
55,3,31.0,1
41,19,23.0,0
53,36,52.0,1
90,20,66.0,1
22,9,39.0,1
3,45,59.0,1
34,21,23.0,1
48,15,37.0,0
10,35,23.0,0
35,16,45.0,1
51,36,22.0,0
43,33,41.0,0
25,18,45.0,0
32,12,21.0,1
13,16,47.0,0
25,15,45.0,0
64,5,62.0,1
3,43,35.0,0
53,37,30.0,0
29,3,41.0,1
64,39,35.0,0
17,44,44.0,0
51,3,43.0,1
21,11,32.0,0
70,41,38.0,0
70,29,23.0,1
33,35,54.0,0
22,12,31.0,1
36,17,49.0,1
44,11,34.0,0
85,17,66.0,0
63,40,69.0,1
72,7,56.0,1
87,25,57.0,1
85,40,20.0,0
18,30,34.0,0
33,32,28.0,1
13,17,24.0,0
66,26,30.0,1
18,43,43.0,0
8,0,62.0,0
23,19,37.0,0
5,44,35.0,1
59,11,55.0,0
79,35,24.0,0
42,41,53.0,0
74,24,20.0,0
11,15,46.0,0
60,9,45.0,1
66,22,25.0,1
88,10,69.0,1
19,22,28.0,0
45,42,43.0,0
77,26,25.0,0
29,3,62.0,0
60,26,69.0,0
36,36,59.0,0
14,22,31.0,0
72,23,29.0,1
35,26,54.0,0
40,18,42.0,0
35,2,33.0,0
66,17,70.0,0
25,10,44.0,1
9,22,55.0,1
4,35,28.0,0
57,35,54.0,0
84,37,53.0,0
55,13,45.0,0
39,28,49.0,0
87,6,52.0,1
36,19,22.0,0
14,0,70.0,1
84,27,25.0,1
83,0,66.0,1
52,24,22.0,1
59,37,53.0,0
56,38,30.0,0
61,38,69.0,1
31,34,44.0,0
79,4,66.0,0
48,10,43.0,1
5,27,42.0,0
81,11,27.0,1
19,5,25.0,0
75,35,23.0,0
31,38,47.0,0
8,42,43.0,1
9,17,37.0,0
64,22,22.0,1
88,19,52.0,1
55,32,56.0,0
50,20,42.0,0
51,22,20.0,0
80,29,65.0,1
62,40,66.0,1
25,30,34.0,0
83,43,26.0,1
86,8,23.0,1
43,2,46.0,1
37,45,63.0,0
14,7,24.0,0
16,26,47.0,0
75,25,20.0,0
24,0,41.0,1
22,15,52.0,0
17,40,29.0,0
15,10,26.0,0
22,45,67.0,0
20,41,69.0,0
86,1,70.0,1
15,30,62.0,0
37,11,53.0,0
86,29,51.0,0
24,44,67.0,1
54,9,33.0,1
29,20,33.0,0
15,29,48.0,0
72,35,38.0,1
21,4,51.0,1
58,4,25.0,1
59,2,67.0,0
72,34,28.0,1
8,25,65.0,0
73,42,36.0,1
35,21,56.0,1
87,6,52.0,1
3,23,49.0,0
68,0,40.0,1
30,15,33.0,0
30,1,35.0,1
75,4,37.0,1
65,8,30.0,1
70,7,67.0,1
1,5,61.0,0
77,36,60.0,0
37,26,61.0,0
64,4,63.0,1
58,21,48.0,0
84,24,46.0,0
55,24,69.0,0
18,42,57.0,1
74,21,32.0,0
22,9,47.0,1
48,8,38.0,1
47,39,56.0,0
6,4,64.0,1
21,32,24.0,0
41,4,46.0,1
10,11,69.0,0
6,3,37.0,1
45,5,65.0,0
54,39,57.0,0
28,19,36.0,0
74,6,34.0,1
16,10,53.0,1
76,35,22.0,1
81,40,63.0,1
65,36,61.0,0
14,32,23.0,1
22,9,29.0,1
47,5,70.0,1
83,16,27.0,1
86,0,29.0,1
40,30,66.0,0
89,30,25.0,0
17,25,25.0,0
39,17,29.0,1
33,0,54.0,1
71,29,59.0,1
48,45,37.0,0
69,9,53.0,1
14,4,52.0,1
44,41,46.0,0
77,8,39.0,1
29,19,37.0,0
76,42,57.0,1
38,11,58.0,0
23,33,59.0,0
86,6,45.0,1
80,26,39.0,0
72,9,50.0,1
12,34,41.0,1
20,45,70.0,0
89,2,31.0,1
88,11,41.0,0
80,1,27.0,1
6,10,61.0,1
13,25,35.0,1
80,3,21.0,1
79,2,55.0,1
61,45,55.0,0
19,11,57.0,0
20,5,50.0,0
11,1,23.0,0
3,25,65.0,0
15,24,49.0,0
57,5,25.0,1
52,37,38.0,0
15,39,46.0,1
51,36,63.0,0
39,34,52.0,0
3,8,44.0,0
53,15,39.0,0
84,20,20.0,1
87,5,51.0,1
54,40,32.0,0
85,31,42.0,1
2,42,61.0,0
25,5,67.0,0
17,20,38.0,1
90,30,56.0,0
2,20,26.0,0
65,19,23.0,1
60,22,65.0,0
46,37,68.0,0
13,13,23.0,0
62,41,21.0,0
31,24,20.0,0
20,40,43.0,0
9,17,58.0,1
16,33,23.0,1
43,26,44.0,0
26,33,29.0,1
82,15,69.0,1
29,20,33.0,0
37,38,44.0,0
68,31,57.0,1
3,7,32.0,0
67,18,28.0,1
47,43,55.0,1
80,2,35.0,1
64,35,61.0,0
50,20,61.0,1
63,23,28.0,1
21,45,29.0,0
45,25,61.0,1
88,41,30.0,0
41,19,58.0,0
73,16,30.0,1
6,2,27.0,0
57,31,33.0,0
85,38,63.0,0
15,42,69.0,1
12,18,62.0,0
49,41,58.0,1
34,16,43.0,1
3,14,21.0,1
16,6,24.0,0
69,10,36.0,0
86,1,50.0,1
43,3,63.0,0
52,14,43.0,0
57,43,48.0,0
76,4,52.0,1
49,33,67.0,0
21,12,29.0,1
73,7,42.0,1
52,26,21.0,1
34,29,46.0,1
86,14,38.0,1
38,1,47.0,1
47,43,58.0,0
70,33,42.0,1
3,22,61.0,0
60,45,52.0,1
76,9,58.0,1
87,13,59.0,1
69,23,25.0,1
1,27,58.0,0
86,8,46.0,1
30,35,45.0,0
59,34,54.0,0
88,3,51.0,1
55,1,57.0,1
75,9,51.0,1
32,24,33.0,0
23,38,32.0,0
23,8,60.0,1
59,34,61.0,0
16,37,31.0,1
57,33,61.0,0
86,9,47.0,1
72,3,45.0,1
40,5,43.0,1
73,44,39.0,0
10,5,29.0,0
34,7,45.0,1
25,21,24.0,0
63,10,50.0,1
32,43,58.0,0
83,36,39.0,1
55,27,70.0,0
48,36,55.0,1
26,40,27.0,0
60,26,40.0,0
9,25,35.0,0
83,33,43.0,0
52,32,55.0,1
66,31,42.0,1
81,33,64.0,0
5,9,48.0,1
86,12,28.0,1
49,3,25.0,1
73,31,55.0,0
87,20,42.0,1
55,7,61.0,1
52,11,61.0,1
37,35,56.0,0
65,17,23.0,1
30,41,53.0,0
16,9,21.0,1
28,36,33.0,0
89,41,53.0,1
71,16,40.0,0
9,33,33.0,0
25,23,62.0,1
10,23,22.0,1
57,11,64.0,1
74,37,50.0,1
42,1,45.0,1
20,31,40.0,0
40,13,62.0,1
80,18,23.0,1
56,15,68.0,0
87,23,33.0,1
13,40,60.0,0
26,25,69.0,0
22,13,65.0,0
6,19,37.0,1
37,17,20.0,1
55,17,46.0,0
74,27,38.0,0
40,9,28.0,1
87,45,58.0,0
40,7,24.0,1
26,3,49.0,1
25,34,52.0,0
29,34,49.0,1
8,39,22.0,0
34,42,32.0,1
16,4,20.0,0
58,22,21.0,0
32,1,65.0,0
72,22,69.0,1
73,41,31.0,0
23,27,37.0,0
77,26,28.0,1
25,24,52.0,0
5,11,54.0,0
68,16,28.0,1
65,35,66.0,0
81,34,42.0,1
57,13,34.0,1
46,40,50.0,1
5,26,64.0,0
42,9,48.0,1
7,24,30.0,0
52,18,53.0,0
10,18,53.0,0
18,6,43.0,0
31,11,51.0,1
11,32,27.0,1
32,3,38.0,1
56,33,23.0,0
41,11,39.0,0
8,10,70.0,0
62,21,45.0,1
50,10,20.0,1
25,4,39.0,1
11,22,68.0,0
49,7,56.0,1
86,19,24.0,1
45,35,58.0,0
68,24,62.0,1
55,12,56.0,1
24,38,44.0,0
32,17,40.0,0
53,37,36.0,0
12,11,28.0,1
4,30,38.0,1
82,27,54.0,1
64,3,63.0,1
90,28,36.0,0
77,20,41.0,0
36,9,43.0,1
27,7,40.0,1
40,3,32.0,1
77,32,40.0,1
84,17,52.0,1
36,29,20.0,0
87,13,51.0,1
45,44,49.0,0
36,42,44.0,0
34,20,35.0,1
53,45,41.0,1
86,35,21.0,0
54,20,46.0,0
7,24,43.0,1
7,32,22.0,0
78,35,26.0,1
53,24,30.0,1
14,21,36.0,1
89,45,23.0,0
30,40,40.0,0
78,5,54.0,1
54,20,69.0,0
11,3,35.0,0
18,44,52.0,0
22,29,43.0,0
78,31,58.0,0
1,2,34.0,0
45,22,68.0,0
19,15,59.0,0
90,29,26.0,0
74,23,60.0,1
38,45,59.0,0
87,21,64.0,0
12,34,51.0,0
31,19,44.0,0
66,19,22.0,1
23,19,70.0,0
28,10,60.0,0
86,41,22.0,0
72,7,39.0,0
60,36,52.0,0
16,29,39.0,1
10,0,56.0,1
41,4,57.0,1
82,14,21.0,1
23,40,28.0,1
32,32,31.0,0
12,21,40.0,1
26,22,35.0,0
76,34,47.0,1
33,36,54.0,0
86,10,51.0,1
42,10,41.0,0
38,5,70.0,0
22,32,57.0,0
90,21,64.0,1
3,41,38.0,0
1,7,48.0,1
86,24,48.0,1
75,1,29.0,1
81,24,66.0,0
76,4,61.0,1
61,7,43.0,1
70,2,69.0,1
3,9,61.0,1
10,41,59.0,0
19,38,37.0,0
65,19,61.0,1
39,2,68.0,0
29,35,49.0,1
38,14,27.0,1
76,18,31.0,1
89,15,39.0,1
7,45,47.0,1
18,9,20.0,1
40,22,51.0,0
66,40,34.0,1
49,17,63.0,0
35,31,32.0,0
21,41,64.0,0
73,42,61.0,1
76,34,45.0,0
71,45,48.0,1
6,11,38.0,0
76,17,40.0,0
87,16,67.0,1
88,28,63.0,1
45,20,42.0,0
24,12,24.0,0
78,27,50.0,1
35,45,60.0,0
42,32,41.0,0
67,3,44.0,1
89,45,59.0,0
47,0,44.0,1
35,18,38.0,0
26,19,20.0,1
9,37,31.0,1
11,16,32.0,0
34,33,67.0,0
72,38,58.0,1
74,5,34.0,0
75,9,40.0,0
34,26,61.0,0
50,29,43.0,0
64,15,40.0,1
38,15,49.0,1
84,1,69.0,1
69,28,57.0,0
88,40,52.0,1
55,0,24.0,1
37,29,32.0,0
68,43,25.0,0
79,42,32.0,1
44,12,69.0,1
85,27,68.0,1
14,32,46.0,0
21,15,41.0,0
80,43,56.0,0
81,33,31.0,0
37,2,51.0,0
32,38,40.0,1
72,3,52.0,1
27,15,54.0,1
86,20,68.0,0
61,43,36.0,0
73,31,45.0,0
44,8,22.0,1
12,17,56.0,1
35,21,43.0,0
35,44,33.0,0
47,23,66.0,0
57,1,26.0,1
11,11,68.0,0
62,19,20.0,1
61,7,65.0,1
69,44,27.0,0
39,36,26.0,1
6,6,48.0,1
74,39,23.0,0
62,19,35.0,1
51,24,68.0,0
39,33,34.0,0
77,45,50.0,1
1,35,25.0,0
86,14,69.0,0
59,16,67.0,0
14,30,38.0,0
39,45,40.0,0
52,43,69.0,0
49,27,48.0,0
43,28,28.0,1
46,14,54.0,1
65,29,53.0,1
58,12,47.0,1
55,10,48.0,0
18,17,61.0,1
56,31,36.0,1
90,3,58.0,1
34,21,43.0,0
28,6,55.0,1
14,10,45.0,0
31,36,44.0,0
30,33,26.0,0
46,4,54.0,1
14,22,55.0,0
87,20,39.0,1
5,36,30.0,0
32,44,64.0,0
45,0,22.0,1
56,39,23.0,0
36,14,21.0,0
62,8,55.0,1
6,22,33.0,0
59,10,30.0,1
4,45,34.0,0
90,44,29.0,1
23,21,41.0,0
19,2,67.0,1
54,17,34.0,0
59,25,44.0,0
64,19,68.0,1
6,28,66.0,0
41,8,20.0,1
51,38,31.0,1
69,36,23.0,1
6,43,56.0,0
32,23,55.0,0
47,0,51.0,1
80,9,34.0,0
33,3,49.0,0
19,2,69.0,0
41,8,66.0,1
11,2,23.0,0
64,13,47.0,1
76,2,30.0,1
90,44,67.0,1
65,21,22.0,1
32,19,20.0,1
67,16,32.0,1
76,41,22.0,1
13,9,49.0,1
68,28,26.0,1
50,7,49.0,1
23,18,36.0,0
59,22,40.0,0
89,27,47.0,0
39,17,28.0,1
50,4,64.0,0
41,18,32.0,1
29,3,27.0,1
61,26,52.0,0
88,0,44.0,1
35,37,31.0,0
15,11,50.0,0
16,6,54.0,0
59,19,59.0,1
19,0,35.0,0
38,20,56.0,1
7,26,57.0,1
54,31,32.0,0
27,10,33.0,0
52,24,59.0,0
88,38,48.0,1
58,13,45.0,0
19,20,57.0,0
76,43,57.0,1
69,31,69.0,1
78,11,53.0,1
78,7,21.0,1
51,16,55.0,0
26,18,56.0,1
2,38,56.0,0
85,29,39.0,0
74,31,59.0,1
78,18,40.0,0
6,25,33.0,0
3,44,59.0,1
81,14,36.0,1
29,21,39.0,0
24,11,62.0,0
38,0,32.0,1
11,10,57.0,0
5,11,36.0,0
57,5,22.0,1
24,21,42.0,0
36,3,33.0,0
88,10,63.0,1
71,8,24.0,1
62,25,53.0,0
82,43,57.0,0
27,22,49.0,0
90,38,63.0,1
54,6,37.0,1
43,15,20.0,0
36,16,36.0,0
89,41,48.0,0
84,43,70.0,1
12,11,44.0,0
88,26,66.0,0
32,36,46.0,0
78,11,58.0,1
30,6,21.0,1
19,44,43.0,0
23,15,56.0,1
81,17,39.0,0
56,27,49.0,0
79,9,56.0,1
41,9,22.0,1
17,12,46.0,0
60,18,34.0,1
87,41,35.0,1
76,23,23.0,1
43,45,44.0,1
6,7,35.0,0
56,17,41.0,0
79,13,21.0,1
42,3,64.0,0
40,29,24.0,0
89,45,63.0,0
19,14,23.0,0
22,5,40.0,0
71,15,30.0,1
7,0,52.0,1
81,5,48.0,1
78,36,55.0,1
29,16,28.0,1
74,6,55.0,1
67,25,29.0,1
47,15,49.0,1
6,15,40.0,0
15,37,55.0,0
56,9,60.0,1
53,13,21.0,1
78,33,39.0,0
57,45,24.0,0
34,23,43.0,1
11,39,50.0,0
74,24,35.0,1
64,43,30.0,1
89,27,47.0,1
85,40,21.0,1
73,24,58.0,1
32,34,31.0,0
41,28,23.0,1
58,36,48.0,0
4,22,48.0,0
89,25,46.0,0
13,31,40.0,0
50,37,35.0,0
45,34,67.0,0
81,14,38.0,0
64,38,53.0,1
58,40,59.0,0
54,27,32.0,0
58,17,41.0,0
42,19,47.0,0
42,45,48.0,1
1,38,66.0,0
83,37,26.0,1
12,1,42.0,1
54,43,26.0,1
29,5,67.0,0
13,23,63.0,1
58,44,38.0,0
44,9,42.0,1
42,40,21.0,0
42,19,54.0,1
84,8,45.0,1
6,9,41.0,1
83,22,63.0,1
6,24,44.0,0
11,40,43.0,0
85,24,36.0,0
21,26,59.0,1
21,18,52.0,1
51,18,45.0,0
13,32,57.0,0
9,10,65.0,1
33,18,67.0,0
29,7,69.0,0
54,32,27.0,0
16,9,67.0,0
80,5,70.0,1
67,18,38.0,0
45,10,34.0,0
22,17,48.0,1
28,16,52.0,1
35,25,51.0,1
44,43,65.0,1
71,5,60.0,1
38,25,54.0,1
19,11,39.0,0
47,29,42.0,0
53,42,41.0,0
18,41,31.0,0
35,6,46.0,1
10,21,23.0,1
36,11,46.0,1
6,42,56.0,1
71,6,67.0,0
7,22,31.0,1
54,39,47.0,0
54,33,53.0,1
42,7,27.0,0
78,20,53.0,1
48,5,42.0,0
87,0,56.0,1
88,32,37.0,0
9,31,29.0,1
85,26,27.0,1
50,17,20.0,0
37,13,57.0,1
36,33,54.0,0
22,14,43.0,0
78,42,20.0,1
69,31,44.0,1
59,22,56.0,1
55,43,25.0,0
41,28,35.0,0
37,5,49.0,1
12,4,48.0,0
33,23,31.0,0
53,26,66.0,0
90,15,20.0,1
28,11,59.0,0
8,17,53.0,0
15,7,54.0,0
59,21,70.0,1
83,26,59.0,1
15,26,68.0,0
44,4,48.0,0
71,6,36.0,0
66,35,29.0,0
2,37,68.0,0
47,23,70.0,0
76,45,58.0,1
86,37,61.0,0
36,38,65.0,0
8,33,62.0,0
38,34,51.0,0
55,17,36.0,0
45,37,23.0,0
12,39,29.0,0
4,38,68.0,0
6,19,55.0,0
31,18,51.0,0
6,26,64.0,0
65,31,45.0,0
45,11,25.0,1
57,1,58.0,1
8,3,38.0,0
37,38,41.0,0
39,18,30.0,0
79,0,38.0,1
21,11,22.0,0
30,32,30.0,0
41,31,28.0,0
79,11,55.0,1
76,31,65.0,1
28,44,57.0,0
86,31,43.0,1
50,43,48.0,0
50,43,64.0,0
57,2,43.0,1
45,11,26.0,1
58,19,38.0,0
28,0,35.0,1
77,5,26.0,1
75,38,29.0,1
54,38,39.0,0
76,29,42.0,1
80,41,49.0,1
12,15,34.0,0
62,42,52.0,0
88,42,30.0,0
55,3,60.0,1
70,13,20.0,1
13,9,52.0,1
83,34,25.0,0
23,14,34.0,0
90,15,56.0,1
88,45,57.0,0
75,43,39.0,1
46,28,37.0,0
12,32,23.0,1
29,0,42.0,1
80,7,46.0,1
32,8,36.0,1
45,2,31.0,1
39,28,20.0,1
6,25,69.0,0
64,7,55.0,1
24,25,21.0,0
90,17,32.0,1
27,11,38.0,1
32,16,45.0,1
73,5,70.0,1
6,7,69.0,1
61,23,26.0,1
32,7,20.0,1
83,8,53.0,1
87,29,70.0,0
25,39,30.0,0
46,40,45.0,0
86,1,43.0,1
21,11,53.0,1
48,6,55.0,0
8,40,26.0,0
83,7,68.0,0
55,38,20.0,1
13,6,45.0,1
17,33,60.0,0
70,25,25.0,0
15,44,46.0,0
60,42,26.0,1
55,31,34.0,0
35,10,46.0,1
59,9,63.0,1
29,41,66.0,0
15,10,39.0,0
51,42,41.0,1
1,7,42.0,0
48,11,22.0,1
84,43,43.0,0
29,36,65.0,0
40,25,23.0,0
83,36,28.0,1
34,28,24.0,0
50,35,20.0,0
1,24,25.0,0
4,21,51.0,1
32,7,67.0,1
13,10,27.0,0
62,22,51.0,0
75,32,68.0,0
72,14,69.0,1
86,11,66.0,0
64,43,64.0,0
51,34,33.0,0
73,20,60.0,1
6,6,43.0,0
68,6,38.0,1
64,33,68.0,0
46,27,31.0,1
37,3,70.0,1
34,31,25.0,1
17,43,63.0,0
33,8,30.0,1
18,36,22.0,0
40,32,23.0,0
90,2,70.0,1
80,37,22.0,1
70,33,66.0,1
83,30,37.0,0
9,33,31.0,0
30,9,30.0,1
30,1,66.0,1
83,0,54.0,1
48,1,28.0,1
57,26,39.0,0
47,23,24.0,1
53,13,23.0,1
4,35,31.0,0
82,43,34.0,1
30,4,49.0,0
28,19,30.0,1
25,9,34.0,0
89,10,54.0,1
38,12,56.0,1
40,31,44.0,0
68,36,32.0,1
81,44,52.0,1
57,11,63.0,1
52,44,25.0,0
50,6,46.0,1
60,13,68.0,1
27,38,40.0,0
51,42,45.0,0
87,25,61.0,1
47,18,33.0,0
2,32,61.0,1
46,44,47.0,0
68,23,39.0,0
30,14,63.0,1
45,21,43.0,0
50,26,70.0,0
72,32,37.0,0
1,30,59.0,1
77,19,47.0,0
12,2,26.0,0
55,38,26.0,0
20,18,44.0,0
37,45,29.0,0
90,0,41.0,1
43,33,51.0,0
23,25,27.0,1
33,31,45.0,0
10,41,61.0,0
46,17,39.0,0
28,29,61.0,0
9,40,45.0,1
38,32,53.0,0
68,1,67.0,1
80,41,56.0,1
50,38,48.0,1
31,44,59.0,0
6,24,67.0,1
21,20,67.0,0
39,21,53.0,0
46,5,43.0,0
86,2,69.0,1
45,45,65.0,0
57,44,32.0,0
51,20,43.0,1
56,13,62.0,0
46,12,45.0,1
87,21,44.0,1
26,3,39.0,0
12,19,30.0,1
26,5,63.0,1
69,18,30.0,1
64,3,27.0,1
36,45,62.0,0
44,31,59.0,0
46,36,31.0,0
1,36,55.0,0
12,26,55.0,0
58,38,39.0,0
46,44,46.0,1
9,10,52.0,0
58,45,43.0,0
31,40,34.0,0
88,22,54.0,1
41,19,50.0,0
34,9,35.0,1
25,16,20.0,1
60,10,20.0,1
13,17,68.0,0
71,14,38.0,1
30,18,48.0,0
5,32,27.0,0
4,40,26.0,0
26,39,65.0,1
4,32,28.0,0
15,45,50.0,0
27,39,24.0,0
81,0,48.0,1
43,40,46.0,0
34,11,33.0,0
56,33,32.0,0
66,22,66.0,0
73,1,37.0,1
6,41,39.0,0
81,35,30.0,1
38,36,46.0,0
90,16,60.0,1
90,14,67.0,1
19,5,26.0,0
77,29,27.0,1
87,29,43.0,0
82,11,66.0,0
63,39,60.0,1
6,4,62.0,1
83,24,39.0,1
26,3,56.0,0
66,32,34.0,1
53,2,24.0,1
89,29,69.0,1
1,5,44.0,0
67,1,49.0,1
83,45,53.0,0
45,18,66.0,1
30,25,29.0,1
44,18,49.0,0
24,10,47.0,1
61,7,58.0,1
58,30,52.0,0
85,44,60.0,1
48,25,63.0,1
49,10,21.0,1
26,17,30.0,0
19,22,51.0,0
55,6,28.0,0
69,31,49.0,1
77,22,66.0,1
39,5,30.0,0
43,42,27.0,0
25,36,37.0,0
53,14,25.0,1
74,33,55.0,0
21,38,27.0,0
50,36,46.0,0
59,22,40.0,0
8,42,67.0,0
61,16,30.0,1
46,18,41.0,0
35,8,29.0,1
71,6,26.0,1
9,5,34.0,0
67,12,55.0,0
21,12,62.0,1
69,2,33.0,1
72,15,35.0,0
71,12,40.0,1
62,13,60.0,1
65,40,33.0,1
27,14,50.0,1
43,21,40.0,0
42,4,26.0,1
52,7,69.0,0
82,27,70.0,1
68,24,66.0,0
73,11,63.0,1
25,24,55.0,1
68,43,29.0,1
28,44,64.0,0
83,28,48.0,1
72,32,32.0,1
27,18,47.0,1
14,30,30.0,0
27,11,38.0,1
27,25,49.0,1
75,31,28.0,0
36,22,43.0,0
82,35,65.0,1
58,5,29.0,0
49,41,69.0,0
51,23,31.0,1
48,39,23.0,0
14,32,28.0,0
20,26,34.0,1
27,32,69.0,0
26,18,60.0,1
82,9,30.0,1
60,26,21.0,1
49,15,59.0,0
6,39,23.0,1
85,11,32.0,1
24,44,53.0,0
25,32,24.0,0
33,37,30.0,0
23,3,43.0,1
26,37,35.0,0
25,16,64.0,0
3,36,54.0,0
48,43,29.0,0
40,0,53.0,1
82,1,21.0,1
35,45,57.0,1
62,21,59.0,1
54,35,57.0,0
38,32,69.0,0
17,43,53.0,0
16,6,47.0,0
21,8,33.0,1
18,39,39.0,0
71,10,49.0,1
44,5,29.0,0
89,22,59.0,1
77,40,65.0,1
7,17,26.0,0
1,31,51.0,0
16,17,35.0,1
46,39,20.0,0
26,8,53.0,1
66,10,38.0,1
44,29,68.0,0
11,5,47.0,0
36,30,45.0,0
59,40,34.0,0
41,35,47.0,0
18,12,32.0,0
78,17,27.0,1
30,44,50.0,0
30,18,37.0,0
65,33,64.0,1
51,27,55.0,0
87,8,48.0,1
84,8,66.0,0
42,39,51.0,0
34,31,66.0,0
63,17,49.0,0
54,23,58.0,1
70,0,70.0,1
79,10,66.0,1
80,20,46.0,1
72,25,65.0,0
45,40,27.0,1
68,30,51.0,0
71,22,64.0,1
78,33,47.0,1
11,19,59.0,0
86,13,69.0,1
55,17,58.0,1
15,7,67.0,0
12,30,22.0,0
56,17,68.0,0
33,36,61.0,1
56,7,22.0,1
79,43,39.0,1
20,45,46.0,0
14,6,28.0,0
57,43,54.0,0
70,14,31.0,1
15,0,67.0,0
6,31,38.0,1
12,31,35.0,0
74,1,29.0,1
